item_id,item_name,item_category,item_price
647,Product_647,Toys,298.83
648,Product_648,Sports,341.16
649,Product_649,Home & Kitchen,395.64
650,Product_650,Sports,251.73
651,Product_651,Home & Kitchen,48.03
652,Product_652,Sports,270.87
653,Product_653,Electronics,295.49
654,Product_654,Sports,373.99
655,Product_655,Sports,218.67
656,Product_656,Home & Kitchen,68.15
657,Product_657,Health,145.47
658,Product_658,Clothing,184.73
659,Product_659,Home & Kitchen,324.73
660,Product_660,Home & Kitchen,287.54
661,Product_661,Home & Kitchen,181.27
662,Product_662,Books,493.33
663,Product_663,Health,304.86
664,Product_664,Books,122.43
665,Product_665,Books,55.38
666,Product_666,Home & Kitchen,80.67
667,Product_667,Clothing,126.75
668,Product_668,Home & Kitchen,84.54
669,Product_669,Electronics,97.35
670,Product_670,Clothing,146.12
671,Product_671,Books,90.82
672,Product_672,Sports,448.9
673,Product_673,Sports,44.72
674,Product_674,Health,264.63
675,Product_675,Toys,208.15
676,Product_676,Health,491.28
677,Product_677,Clothing,60.46
678,Product_678,Books,201.94
679,Product_679,Clothing,484.89
680,Product_680,Clothing,433.43
681,Product_681,Sports,409.45
682,Product_682,Home & Kitchen,132.66
683,Product_683,Electronics,89.59
684,Product_684,Toys,335.98
685,Product_685,Books,465.04
686,Product_686,Clothing,280.6
687,Product_687,Toys,287.95
688,Product_688,Clothing,143.59
689,Product_689,Sports,385.9
690,Product_690,Electronics,97.59
691,Product_691,Sports,165.22
692,Product_692,Toys,215.59
693,Product_693,Books,256.27
694,Product_694,Clothing,124.99
695,Product_695,Electronics,61.84
696,Product_696,Sports,307.26
697,Product_697,Toys,147.87
698,Product_698,Sports,292.71
699,Product_699,Clothing,81.41
700,Product_700,Clothing,243.16
701,Product_701,Books,268.63
702,Product_702,Electronics,30.65
703,Product_703,Home & Kitchen,171.62
704,Product_704,Sports,71.54
705,Product_705,Clothing,36.37
706,Product_706,Toys,495.03
707,Product_707,Sports,164.57
708,Product_708,Books,405.89
709,Product_709,Books,131.05
710,Product_710,Clothing,342.34
711,Product_711,Clothing,381.31
712,Product_712,Clothing,299.84
713,Product_713,Health,238.43
714,Product_714,Home & Kitchen,208.86
715,Product_715,Clothing,177.69
716,Product_716,Sports,465.12
717,Product_717,Sports,416.16
718,Product_718,Health,482.69
719,Product_719,Health,66.53
720,Product_720,Electronics,366.78
721,Product_721,Toys,469.48
722,Product_722,Clothing,94.71
723,Product_723,Sports,37.92
724,Product_724,Health,371.85
725,Product_725,Sports,289.36
726,Product_726,Sports,421.71
727,Product_727,Health,74.19
728,Product_728,Home & Kitchen,398.66
729,Product_729,Health,104.81
730,Product_730,Health,86.01
731,Product_731,Toys,86.31
732,Product_732,Health,408.21
733,Product_733,Books,334.27
734,Product_734,Health,263.92
735,Product_735,Sports,182.62
736,Product_736,Clothing,439.21
737,Product_737,Sports,199.26
738,Product_738,Toys,409.22
739,Product_739,Books,222.37
740,Product_740,Health,191.59
741,Product_741,Home & Kitchen,234.03
742,Product_742,Electronics,154.18
743,Product_743,Health,375.07
744,Product_744,Clothing,253.85
745,Product_745,Electronics,119.95
746,Product_746,Home & Kitchen,450.29
747,Product_747,Toys,195.03
748,Product_748,Toys,274.06
749,Product_749,Home & Kitchen,453.7
750,Product_750,Sports,314.0
751,Product_751,Home & Kitchen,62.86
752,Product_752,Health,470.22
753,Product_753,Clothing,315.72
754,Product_754,Books,170.78
755,Product_755,Health,73.94
756,Product_756,Health,398.04
757,Product_757,Health,311.94
758,Product_758,Electronics,269.06
759,Product_759,Electronics,447.48
760,Product_760,Toys,395.36
761,Product_761,Health,80.08
762,Product_762,Sports,159.3
763,Product_763,Toys,128.0
764,Product_764,Clothing,373.25
765,Product_765,Home & Kitchen,21.6
766,Product_766,Electronics,287.1
767,Product_767,Health,382.42
768,Product_768,Clothing,439.0
769,Product_769,Toys,174.33
770,Product_770,Toys,411.52
771,Product_771,Electronics,59.76
772,Product_772,Toys,423.99
773,Product_773,Sports,68.11
774,Product_774,Toys,201.66
775,Product_775,Books,399.66
776,Product_776,Home & Kitchen,79.21
777,Product_777,Toys,118.48
778,Product_778,Books,362.52
779,Product_779,Clothing,361.42
780,Product_780,Toys,322.37
781,Product_781,Sports,348.5
782,Product_782,Clothing,273.65
783,Product_783,Health,129.64
784,Product_784,Toys,176.12
785,Product_785,Electronics,94.89
786,Product_786,Books,454.68
787,Product_787,Books,293.78
788,Product_788,Electronics,203.42
789,Product_789,Home & Kitchen,233.69
790,Product_790,Health,473.91
791,Product_791,Sports,80.91
792,Product_792,Books,295.18
793,Product_793,Clothing,255.41
794,Product_794,Sports,307.67
795,Product_795,Books,13.96
796,Product_796,Health,436.7
797,Product_797,Home & Kitchen,466.4
798,Product_798,Health,284.74
799,Product_799,Clothing,349.84
800,Product_800,Health,461.64
801,Product_801,Sports,355.08
802,Product_802,Clothing,80.51
803,Product_803,Electronics,290.26
804,Product_804,Toys,305.32
805,Product_805,Electronics,214.94
806,Product_806,Sports,369.54
807,Product_807,Toys,467.51
808,Product_808,Electronics,463.16
809,Product_809,Toys,228.17
810,Product_810,Books,61.05
811,Product_811,Health,492.5
812,Product_812,Clothing,420.25
813,Product_813,Toys,66.71
814,Product_814,Books,460.82
815,Product_815,Health,435.6
816,Product_816,Health,261.82
817,Product_817,Home & Kitchen,297.68
818,Product_818,Electronics,202.51
819,Product_819,Home & Kitchen,32.11
820,Product_820,Sports,170.92
821,Product_821,Books,402.41
822,Product_822,Home & Kitchen,7.29
823,Product_823,Home & Kitchen,170.08
824,Product_824,Health,202.09
825,Product_825,Books,271.01
826,Product_826,Health,460.33
827,Product_827,Clothing,176.44
828,Product_828,Toys,176.74
829,Product_829,Sports,370.06
830,Product_830,Sports,228.85
831,Product_831,Electronics,116.18
832,Product_832,Health,228.96
833,Product_833,Toys,74.72
834,Product_834,Electronics,92.31
835,Product_835,Sports,251.69
836,Product_836,Toys,212.37
837,Product_837,Home & Kitchen,457.85
838,Product_838,Clothing,184.38
839,Product_839,Home & Kitchen,292.39
840,Product_840,Clothing,317.97
841,Product_841,Health,11.48
842,Product_842,Books,333.45
843,Product_843,Electronics,93.13
844,Product_844,Electronics,480.73
845,Product_845,Books,78.59
846,Product_846,Toys,210.24
847,Product_847,Books,47.25
848,Product_848,Health,498.45
849,Product_849,Sports,253.59
850,Product_850,Books,299.72
851,Product_851,Clothing,38.2
852,Product_852,Sports,376.23
853,Product_853,Books,108.9
854,Product_854,Electronics,449.54
855,Product_855,Home & Kitchen,106.54
856,Product_856,Clothing,99.39
857,Product_857,Health,23.09
858,Product_858,Clothing,238.67
859,Product_859,Toys,284.6
860,Product_860,Home & Kitchen,37.53
861,Product_861,Clothing,388.89
862,Product_862,Books,229.38
863,Product_863,Clothing,264.57
864,Product_864,Clothing,223.18
865,Product_865,Clothing,203.38
866,Product_866,Toys,282.02
867,Product_867,Clothing,81.84
868,Product_868,Clothing,95.05
869,Product_869,Toys,431.58
870,Product_870,Sports,473.33
871,Product_871,Home & Kitchen,189.79
872,Product_872,Health,139.02
873,Product_873,Sports,323.78
874,Product_874,Electronics,207.32
875,Product_875,Toys,17.57
876,Product_876,Toys,82.3
877,Product_877,Clothing,359.41
878,Product_878,Clothing,331.17
879,Product_879,Health,18.41
880,Product_880,Electronics,114.88
881,Product_881,Clothing,119.38
882,Product_882,Books,337.59
883,Product_883,Clothing,14.76
884,Product_884,Clothing,56.53
885,Product_885,Books,400.96
886,Product_886,Electronics,93.38
887,Product_887,Books,328.11
888,Product_888,Toys,122.9
889,Product_889,Books,54.22
890,Product_890,Home & Kitchen,125.37
891,Product_891,Toys,362.52
892,Product_892,Clothing,428.57
893,Product_893,Health,415.96
894,Product_894,Toys,201.61
895,Product_895,Electronics,335.7
896,Product_896,Electronics,106.47
897,Product_897,Books,150.11
898,Product_898,Toys,448.69
899,Product_899,Clothing,11.44
900,Product_900,Electronics,47.33
901,Product_901,Sports,107.9
902,Product_902,Clothing,18.13
903,Product_903,Sports,94.81
904,Product_904,Home & Kitchen,293.61
905,Product_905,Sports,213.61
906,Product_906,Electronics,446.87
907,Product_907,Books,409.63
908,Product_908,Home & Kitchen,174.2
909,Product_909,Toys,133.41
910,Product_910,Clothing,192.95
911,Product_911,Electronics,297.2
912,Product_912,Home & Kitchen,137.69
913,Product_913,Home & Kitchen,313.95
914,Product_914,Electronics,207.66
915,Product_915,Toys,278.26
916,Product_916,Toys,220.88
917,Product_917,Books,150.76
918,Product_918,Health,474.48
919,Product_919,Sports,382.98
920,Product_920,Toys,74.36
921,Product_921,Books,434.89
922,Product_922,Sports,246.28
923,Product_923,Home & Kitchen,447.8
924,Product_924,Electronics,400.93
925,Product_925,Toys,215.48
926,Product_926,Books,16.12
927,Product_927,Home & Kitchen,138.0
928,Product_928,Toys,273.11
929,Product_929,Clothing,318.57
930,Product_930,Health,132.65
931,Product_931,Home & Kitchen,73.98
932,Product_932,Toys,418.29
933,Product_933,Home & Kitchen,492.28
934,Product_934,Electronics,265.22
935,Product_935,Electronics,89.98
936,Product_936,Health,139.79
937,Product_937,Electronics,14.1
938,Product_938,Sports,457.58
939,Product_939,Clothing,63.29
940,Product_940,Electronics,290.38
941,Product_941,Clothing,140.66
942,Product_942,Electronics,279.32
943,Product_943,Sports,327.45
944,Product_944,Home & Kitchen,415.72
945,Product_945,Toys,107.18
946,Product_946,Toys,10.44
947,Product_947,Electronics,72.76
948,Product_948,Toys,450.51
949,Product_949,Electronics,437.58
950,Product_950,Electronics,300.72
951,Product_951,Health,302.26
952,Product_952,Books,334.19
953,Product_953,Books,91.81
954,Product_954,Health,457.63
955,Product_955,Books,212.29
956,Product_956,Clothing,194.65
957,Product_957,Books,261.86
958,Product_958,Electronics,28.25
959,Product_959,Sports,87.31
960,Product_960,Sports,370.33
961,Product_961,Home & Kitchen,45.99
962,Product_962,Books,303.56
963,Product_963,Sports,126.45
964,Product_964,Books,197.7
965,Product_965,Home & Kitchen,147.9
966,Product_966,Sports,181.06
967,Product_967,Electronics,360.93
968,Product_968,Clothing,152.08
969,Product_969,Health,285.37
970,Product_970,Health,240.64
971,Product_971,Health,333.52
972,Product_972,Books,468.73
973,Product_973,Sports,367.62
974,Product_974,Sports,111.4
975,Product_975,Home & Kitchen,20.44
976,Product_976,Electronics,134.82
977,Product_977,Toys,299.56
978,Product_978,Sports,30.46
979,Product_979,Clothing,250.7
980,Product_980,Home & Kitchen,300.44
981,Product_981,Sports,170.45
982,Product_982,Sports,386.6
983,Product_983,Home & Kitchen,57.77
984,Product_984,Home & Kitchen,42.19
985,Product_985,Books,365.45
986,Product_986,Sports,250.27
987,Product_987,Toys,345.76
988,Product_988,Clothing,220.24
989,Product_989,Electronics,126.97
990,Product_990,Electronics,410.46
991,Product_991,Toys,400.71
992,Product_992,Home & Kitchen,348.87
993,Product_993,Home & Kitchen,139.71
994,Product_994,Home & Kitchen,297.16
995,Product_995,Sports,183.68
996,Product_996,Home & Kitchen,50.33
997,Product_997,Home & Kitchen,459.07
998,Product_998,Sports,72.73
999,Product_999,Sports,475.37
1000,Product_1000,Toys,225.77
